Index,Name,Old Price,Current Price,Normalized Price,Rate,Votes,Link,Link to loc.
130,OX Hotel Manchester,N/A,2681,148.94444444444446,7.2,4925,https://www.booking.com/hotel/gb/milton-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=243543709_102098736_2_2_0&highlighted_blocks=243543709_102098736_2_2_0&matching_block_id=243543709_102098736_2_2_0&sr_pri_blocks=243543709_102098736_2_2_0__53000&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/milton-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=243543709_102098736_2_2_0&highlighted_blocks=243543709_102098736_2_2_0&matching_block_id=243543709_102098736_2_2_0&sr_pri_blocks=243543709_102098736_2_2_0__53000&from_sustainable_property_sr=1&from=searchresults&map=1
131,Suite 2 - Chic Private Room near City Centre,2873,2403,133.5,5.5,10,https://www.booking.com/hotel/gb/cosy-private-room-7mins-away-from-cc.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=910703401_362350221_2_0_0&highlighted_blocks=910703401_362350221_2_0_0&matching_block_id=910703401_362350221_2_0_0&sr_pri_blocks=910703401_362350221_2_0_0__47502&from=searchresults,https://www.booking.com/hotel/gb/cosy-private-room-7mins-away-from-cc.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=910703401_362350221_2_0_0&highlighted_blocks=910703401_362350221_2_0_0&matching_block_id=910703401_362350221_2_0_0&sr_pri_blocks=910703401_362350221_2_0_0__47502&from=searchresults&map=1
132,Hyatt House Manchester,N/A,5138,285.44444444444446,9.1,1233,https://www.booking.com/hotel/gb/hyatt-house-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=311057908_263833313_2_1_0&highlighted_blocks=311057908_263833313_2_1_0&matching_block_id=311057908_263833313_2_1_0&sr_pri_blocks=311057908_263833313_2_1_0__101565&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/hyatt-house-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=311057908_263833313_2_1_0&highlighted_blocks=311057908_263833313_2_1_0&matching_block_id=311057908_263833313_2_1_0&sr_pri_blocks=311057908_263833313_2_1_0__101565&from_sustainable_property_sr=1&from=searchresults&map=1
133,Airport Hotel Manchester,N/A,2828,157.11111111111111,6.4,1814,https://www.booking.com/hotel/gb/britannia-airport-hotel.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=11208942_394235195_2_34_0&highlighted_blocks=11208942_394235195_2_34_0&matching_block_id=11208942_394235195_2_34_0&sr_pri_blocks=11208942_394235195_2_34_0__55900&from=searchresults,https://www.booking.com/hotel/gb/britannia-airport-hotel.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=11208942_394235195_2_34_0&highlighted_blocks=11208942_394235195_2_34_0&matching_block_id=11208942_394235195_2_34_0&sr_pri_blocks=11208942_394235195_2_34_0__55900&from=searchresults&map=1
134,Maldron Hotel Manchester Cathedral Quarter,N/A,6765,375.8333333333333,9.6,11,https://www.booking.com/hotel/gb/maldron-cathedral-quarter-manchester-city-manchester-city.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1151747402_387970661_2_2_0&highlighted_blocks=1151747402_387970661_2_2_0&matching_block_id=1151747402_387970661_2_2_0&sr_pri_blocks=1151747402_387970661_2_2_0__133720&from=searchresults,https://www.booking.com/hotel/gb/maldron-cathedral-quarter-manchester-city-manchester-city.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1151747402_387970661_2_2_0&highlighted_blocks=1151747402_387970661_2_2_0&matching_block_id=1151747402_387970661_2_2_0&sr_pri_blocks=1151747402_387970661_2_2_0__133720&from=searchresults&map=1
135,ibis Budget Manchester Centre Pollard Street,N/A,4642,257.8888888888889,7.1,8772,https://www.booking.com/hotel/gb/ibis-budget-manchester-centre.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=53979502_376291295_2_2_0&highlighted_blocks=53979502_376291295_2_2_0&matching_block_id=53979502_376291295_2_2_0&sr_pri_blocks=53979502_376291295_2_2_0__91760&from=searchresults,https://www.booking.com/hotel/gb/ibis-budget-manchester-centre.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=53979502_376291295_2_2_0&highlighted_blocks=53979502_376291295_2_2_0&matching_block_id=53979502_376291295_2_2_0&sr_pri_blocks=53979502_376291295_2_2_0__91760&from=searchresults&map=1
136,Manchester Marriott Hotel Piccadilly,N/A,6016,334.22222222222223,7.7,4477,https://www.booking.com/hotel/gb/macdonald-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=3476870_367469297_0_2_0&highlighted_blocks=3476870_367469297_0_2_0&matching_block_id=3476870_367469297_0_2_0&sr_pri_blocks=3476870_367469297_0_2_0__118920&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/macdonald-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=3476870_367469297_0_2_0&highlighted_blocks=3476870_367469297_0_2_0&matching_block_id=3476870_367469297_0_2_0&sr_pri_blocks=3476870_367469297_0_2_0__118920&from_sustainable_property_sr=1&from=searchresults&map=1
137,Motel One Manchester-Piccadilly,N/A,6096,338.6666666666667,8.6,6672,https://www.booking.com/hotel/gb/motel-one-manchester-piccadilly.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=134681803_372488740_2_2_0&highlighted_blocks=134681803_372488740_2_2_0&matching_block_id=134681803_372488740_2_2_0&sr_pri_blocks=134681803_372488740_2_2_0__120500&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/motel-one-manchester-piccadilly.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=134681803_372488740_2_2_0&highlighted_blocks=134681803_372488740_2_2_0&matching_block_id=134681803_372488740_2_2_0&sr_pri_blocks=134681803_372488740_2_2_0__120500&from_sustainable_property_sr=1&from=searchresults&map=1
138,AC Hotel by Marriott Manchester City Centre,N/A,6855,380.8333333333333,8.5,6090,https://www.booking.com/hotel/gb/ac-manchester-city-centre.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=383898401_274565094_2_2_0&highlighted_blocks=383898401_274565094_2_2_0&matching_block_id=383898401_274565094_2_2_0&sr_pri_blocks=383898401_274565094_2_2_0__135500&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/ac-manchester-city-centre.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=383898401_274565094_2_2_0&highlighted_blocks=383898401_274565094_2_2_0&matching_block_id=383898401_274565094_2_2_0&sr_pri_blocks=383898401_274565094_2_2_0__135500&from_sustainable_property_sr=1&from=searchresults&map=1
139,Spacious Suite 3 - Private Room for 3,N/A,2795,155.27777777777777,N/A,N/A,https://www.booking.com/hotel/gb/spacious-suite-3-private-room-for-3.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1208965701_393069920_0_0_0&highlighted_blocks=1208965701_393069920_0_0_0&matching_block_id=1208965701_393069920_0_0_0&sr_pri_blocks=1208965701_393069920_0_0_0__55256&from=searchresults,https://www.booking.com/hotel/gb/spacious-suite-3-private-room-for-3.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1208965701_393069920_0_0_0&highlighted_blocks=1208965701_393069920_0_0_0&matching_block_id=1208965701_393069920_0_0_0&sr_pri_blocks=1208965701_393069920_0_0_0__55256&from=searchresults&map=1
140,Benoît Apartments,N/A,3736,207.55555555555554,7.1,10,https://www.booking.com/hotel/gb/benoit-apartments.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=771126201_382854110_2_0_0&highlighted_blocks=771126201_382854110_2_0_0&matching_block_id=771126201_382854110_2_0_0&sr_pri_blocks=771126201_382854110_2_0_0__73850&from=searchresults,https://www.booking.com/hotel/gb/benoit-apartments.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=771126201_382854110_2_0_0&highlighted_blocks=771126201_382854110_2_0_0&matching_block_id=771126201_382854110_2_0_0&sr_pri_blocks=771126201_382854110_2_0_0__73850&from=searchresults&map=1
141,Britannia Hotel City Centre Manchester,N/A,3854,214.11111111111111,5.8,5279,https://www.booking.com/hotel/gb/britannia-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=3048_394234674_2_2_0&highlighted_blocks=3048_394234674_2_2_0&matching_block_id=3048_394234674_2_2_0&sr_pri_blocks=3048_394234674_2_2_0__76180&from=searchresults,https://www.booking.com/hotel/gb/britannia-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=3048_394234674_2_2_0&highlighted_blocks=3048_394234674_2_2_0&matching_block_id=3048_394234674_2_2_0&sr_pri_blocks=3048_394234674_2_2_0__76180&from=searchresults&map=1
142,Hyatt Regency Manchester,N/A,7230,401.6666666666667,8.8,2715,https://www.booking.com/hotel/gb/hyatt-regency-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=311058010_112953434_2_2_0&highlighted_blocks=311058010_112953434_2_2_0&matching_block_id=311058010_112953434_2_2_0&sr_pri_blocks=311058010_112953434_2_2_0__142920&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/hyatt-regency-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=311058010_112953434_2_2_0&highlighted_blocks=311058010_112953434_2_2_0&matching_block_id=311058010_112953434_2_2_0&sr_pri_blocks=311058010_112953434_2_2_0__142920&from_sustainable_property_sr=1&from=searchresults&map=1
143,Sachas Hotel Manchester,N/A,3874,215.22222222222223,5.8,5496,https://www.booking.com/hotel/gb/britannia-sachas.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=4571_394234797_2_2_0&highlighted_blocks=4571_394234797_2_2_0&matching_block_id=4571_394234797_2_2_0&sr_pri_blocks=4571_394234797_2_2_0__76580&from=searchresults,https://www.booking.com/hotel/gb/britannia-sachas.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=4571_394234797_2_2_0&highlighted_blocks=4571_394234797_2_2_0&matching_block_id=4571_394234797_2_2_0&sr_pri_blocks=4571_394234797_2_2_0__76580&from=searchresults&map=1
144,Hilltop Serviced Apartments - Ancoats,N/A,8180,454.44444444444446,8.8,65,https://www.booking.com/hotel/gb/hilltop-serviced-apartments-ancoats.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=708458704_384147699_2_0_0&highlighted_blocks=708458704_384147699_2_0_0&matching_block_id=708458704_384147699_2_0_0&sr_pri_blocks=708458704_384147699_2_0_0__161700&from=searchresults,https://www.booking.com/hotel/gb/hilltop-serviced-apartments-ancoats.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=708458704_384147699_2_0_0&highlighted_blocks=708458704_384147699_2_0_0&matching_block_id=708458704_384147699_2_0_0&sr_pri_blocks=708458704_384147699_2_0_0__161700&from=searchresults&map=1
145,INNSiDE by Meliá Manchester,N/A,7046,391.44444444444446,8.8,6258,https://www.booking.com/hotel/gb/innside-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=131629305_91989560_2_34_0&highlighted_blocks=131629305_91989560_2_34_0&matching_block_id=131629305_91989560_2_34_0&sr_pri_blocks=131629305_91989560_2_34_0__139280&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/innside-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=131629305_91989560_2_34_0&highlighted_blocks=131629305_91989560_2_34_0&matching_block_id=131629305_91989560_2_34_0&sr_pri_blocks=131629305_91989560_2_34_0__139280&from_sustainable_property_sr=1&from=searchresults&map=1
