Index,Name,Old Price,Current Price,Normalized Price,Rate,Votes,Link,Link to loc.
146,TramNear House,N/A,3171,176.16666666666666,7.7,3,https://www.booking.com/hotel/gb/tramnear-house.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=793902305_339269281_0_0_0&highlighted_blocks=793902305_339269281_0_0_0&matching_block_id=793902305_339269281_0_0_0&sr_pri_blocks=793902305_339269281_0_0_0__62675&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/tramnear-house.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=793902305_339269281_0_0_0&highlighted_blocks=793902305_339269281_0_0_0&matching_block_id=793902305_339269281_0_0_0&sr_pri_blocks=793902305_339269281_0_0_0__62675&from_sustainable_property_sr=1&from=searchresults&map=1
147,Smart 1 Bed Old Trafford Apartment,N/A,3309,183.83333333333334,8.0,1,https://www.booking.com/hotel/gb/smart-1-bed-old-trafford-apartment.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1137073102_386347372_2_0_0&highlighted_blocks=1137073102_386347372_2_0_0&matching_block_id=1137073102_386347372_2_0_0&sr_pri_blocks=1137073102_386347372_2_0_0__65400&from=searchresults,https://www.booking.com/hotel/gb/smart-1-bed-old-trafford-apartment.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1137073102_386347372_2_0_0&highlighted_blocks=1137073102_386347372_2_0_0&matching_block_id=1137073102_386347372_2_0_0&sr_pri_blocks=1137073102_386347372_2_0_0__65400&from=searchresults&map=1
148,Campanile Manchester,N/A,3834,213.0,6.7,4401,https://www.booking.com/hotel/gb/hotelcampanilemanchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=12572_94110214_2_34_0&highlighted_blocks=12572_94110214_2_34_0&matching_block_id=12572_94110214_2_34_0&sr_pri_blocks=12572_94110214_2_34_0__75780&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/hotelcampanilemanchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=12572_94110214_2_34_0&highlighted_blocks=12572_94110214_2_34_0&matching_block_id=12572_94110214_2_34_0&sr_pri_blocks=12572_94110214_2_34_0__75780&from_sustainable_property_sr=1&from=searchresults&map=1
149,Ville Hotel,11534,5767,320.3888888888889,7.3,3412,https://www.booking.com/hotel/gb/ville.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=789320201_370749955_2_0_0&highlighted_blocks=789320201_370749955_2_0_0&matching_block_id=789320201_370749955_2_0_0&sr_pri_blocks=789320201_370749955_2_0_0__114000&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/ville.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=789320201_370749955_2_0_0&highlighted_blocks=789320201_370749955_2_0_0&matching_block_id=789320201_370749955_2_0_0&sr_pri_blocks=789320201_370749955_2_0_0__114000&from_sustainable_property_sr=1&from=searchresults&map=1
150,"voco Manchester - City Centre, an IHG Hotel",N/A,8215,456.3888888888889,8.9,6951,https://www.booking.com/hotel/gb/voco-manchester-city-centre.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=571738419_391813448_2_34_0&highlighted_blocks=571738419_391813448_2_34_0&matching_block_id=571738419_391813448_2_34_0&sr_pri_blocks=571738419_391813448_2_34_0__162380&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/voco-manchester-city-centre.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=571738419_391813448_2_34_0&highlighted_blocks=571738419_391813448_2_34_0&matching_block_id=571738419_391813448_2_34_0&sr_pri_blocks=571738419_391813448_2_34_0__162380&from_sustainable_property_sr=1&from=searchresults&map=1
151,Roomzzz Manchester Victoria,N/A,7123,395.72222222222223,8.9,2805,https://www.booking.com/hotel/gb/roomzzz-manchester-corn-exchange.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=292571203_145626867_0_0_0&highlighted_blocks=292571203_145626867_0_0_0&matching_block_id=292571203_145626867_0_0_0&sr_pri_blocks=292571203_145626867_0_0_0__140800&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/roomzzz-manchester-corn-exchange.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=292571203_145626867_0_0_0&highlighted_blocks=292571203_145626867_0_0_0&matching_block_id=292571203_145626867_0_0_0&sr_pri_blocks=292571203_145626867_0_0_0__140800&from_sustainable_property_sr=1&from=searchresults&map=1
152,"Trivelles Mayfair,stockport",N/A,3160,175.55555555555554,6.4,1497,https://www.booking.com/hotel/gb/saxonholmehotel.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=11259402_91909346_0_0_0&highlighted_blocks=11259402_91909346_0_0_0&matching_block_id=11259402_91909346_0_0_0&sr_pri_blocks=11259402_91909346_0_0_0__62460&from=searchresults,https://www.booking.com/hotel/gb/saxonholmehotel.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=11259402_91909346_0_0_0&highlighted_blocks=11259402_91909346_0_0_0&matching_block_id=11259402_91909346_0_0_0&sr_pri_blocks=11259402_91909346_0_0_0__62460&from=searchresults&map=1
153,"Hotel Indigo Manchester - Victoria Station, an IHG Hotel",N/A,9490,527.2222222222222,8.9,6841,https://www.booking.com/hotel/gb/indigo-manchester-victoria-station.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=408600211_274306146_2_2_0&highlighted_blocks=408600211_274306146_2_2_0&matching_block_id=408600211_274306146_2_2_0&sr_pri_blocks=408600211_274306146_2_2_0__187580&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/indigo-manchester-victoria-station.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=408600211_274306146_2_2_0&highlighted_blocks=408600211_274306146_2_2_0&matching_block_id=408600211_274306146_2_2_0&sr_pri_blocks=408600211_274306146_2_2_0__187580&from_sustainable_property_sr=1&from=searchresults&map=1
154,Park Inn by Radisson Manchester City Centre,N/A,7512,417.3333333333333,7.9,9803,https://www.booking.com/hotel/gb/park-inn-manchester-victoria.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=4834721_115569696_2_2_0&highlighted_blocks=4834721_115569696_2_2_0&matching_block_id=4834721_115569696_2_2_0&sr_pri_blocks=4834721_115569696_2_2_0__148480&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/park-inn-manchester-victoria.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=4834721_115569696_2_2_0&highlighted_blocks=4834721_115569696_2_2_0&matching_block_id=4834721_115569696_2_2_0&sr_pri_blocks=4834721_115569696_2_2_0__148480&from_sustainable_property_sr=1&from=searchresults&map=1
155,Queens Guesthouse Manchester,N/A,3288,182.66666666666666,5.3,1151,https://www.booking.com/hotel/gb/queens-guesthouse-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=234647101_100900833_2_0_0&highlighted_blocks=234647101_100900833_2_0_0&matching_block_id=234647101_100900833_2_0_0&sr_pri_blocks=234647101_100900833_2_0_0__65000&from=searchresults,https://www.booking.com/hotel/gb/queens-guesthouse-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=234647101_100900833_2_0_0&highlighted_blocks=234647101_100900833_2_0_0&matching_block_id=234647101_100900833_2_0_0&sr_pri_blocks=234647101_100900833_2_0_0__65000&from=searchresults&map=1
156,YOTEL Manchester Deansgate,N/A,7185,399.1666666666667,8.6,3779,https://www.booking.com/hotel/gb/qbic-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=628091405_391840712_0_2_0&highlighted_blocks=628091405_391840712_0_2_0&matching_block_id=628091405_391840712_0_2_0&sr_pri_blocks=628091405_391840712_0_2_0__142025&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/qbic-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=628091405_391840712_0_2_0&highlighted_blocks=628091405_391840712_0_2_0&matching_block_id=628091405_391840712_0_2_0&sr_pri_blocks=628091405_391840712_0_2_0__142025&from_sustainable_property_sr=1&from=searchresults&map=1
157,UR PLACE,5464,4917,273.1666666666667,9.0,138,https://www.booking.com/hotel/gb/ur-place.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1005463101_376143773_2_0_0&highlighted_blocks=1005463101_376143773_2_0_0&matching_block_id=1005463101_376143773_2_0_0&sr_pri_blocks=1005463101_376143773_2_0_0__97200&from=searchresults,https://www.booking.com/hotel/gb/ur-place.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=1005463101_376143773_2_0_0&highlighted_blocks=1005463101_376143773_2_0_0&matching_block_id=1005463101_376143773_2_0_0&sr_pri_blocks=1005463101_376143773_2_0_0__97200&from=searchresults&map=1
158,Malmaison Manchester,N/A,8367,464.8333333333333,8.0,4772,https://www.booking.com/hotel/gb/malmaison-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=18601_390034447_0_2_0&highlighted_blocks=18601_390034447_0_2_0&matching_block_id=18601_390034447_0_2_0&sr_pri_blocks=18601_390034447_0_2_0__165380&from=searchresults,https://www.booking.com/hotel/gb/malmaison-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=18601_390034447_0_2_0&highlighted_blocks=18601_390034447_0_2_0&matching_block_id=18601_390034447_0_2_0&sr_pri_blocks=18601_390034447_0_2_0__165380&from=searchresults&map=1
159,"Kimpton Clocktower, an IHG Hotel",N/A,10850,602.7777777777778,8.8,5744,https://www.booking.com/hotel/gb/hotel-ihg-principal-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=21720877_242481590_2_34_0&highlighted_blocks=21720877_242481590_2_34_0&matching_block_id=21720877_242481590_2_34_0&sr_pri_blocks=21720877_242481590_2_34_0__214480&from_sustainable_property_sr=1&from=searchresults,https://www.booking.com/hotel/gb/hotel-ihg-principal-manchester.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=21720877_242481590_2_34_0&highlighted_blocks=21720877_242481590_2_34_0&matching_block_id=21720877_242481590_2_34_0&sr_pri_blocks=21720877_242481590_2_34_0__214480&from_sustainable_property_sr=1&from=searchresults&map=1
160,Dreamhouse Apartments Manchester City West,N/A,8196,455.3333333333333,8.1,42,https://www.booking.com/hotel/gb/padhotels-bloom-apartments.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=4882902_204294152_0_0_0&highlighted_blocks=4882902_204294152_0_0_0&matching_block_id=4882902_204294152_0_0_0&sr_pri_blocks=4882902_204294152_0_0_0__162000&from=searchresults,https://www.booking.com/hotel/gb/padhotels-bloom-apartments.pl.html?aid=304142&label=gen173nr-1FCAQoggJCCmRpc3RyaWN0X1hIHlgEaLYBiAEBmAEeuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKou4KzBsACAdICJDIxYWM2ZTQ1LWNiYWQtNGFjYi04ODk0LWNjMWI1ZmM2MTYzNNgCBeACAQ&ucfs=1&arphpl=1&checkin=2024-06-06&checkout=2024-06-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&srpvid=385f79944d5403d1&srepoch=1717607868&all_sr_blocks=4882902_204294152_0_0_0&highlighted_blocks=4882902_204294152_0_0_0&matching_block_id=4882902_204294152_0_0_0&sr_pri_blocks=4882902_204294152_0_0_0__162000&from=searchresults&map=1
